,Company_Name,Ratings,Rating_Count,Salary,Interview,Jobs
465,HCLTech,3.4,44.8k,3.8L,4.5k,284
466,TCS,3.3,1.1L,9.8L,11.9k,2.7k
467,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
468,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
469,Cognizant,3.6,60.2k,6L,6.3k,624
470,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
471,HDFC Bank,3.8,51.1k,1.5L,3k,330
472,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
473,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
474,HCLTech,3.4,44.8k,3.8L,4.5k,284
475,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
476,TCS,3.3,1.1L,9.8L,11.9k,2.7k
477,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
478,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
479,Cognizant,3.6,60.2k,6L,6.3k,624
480,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
481,HDFC Bank,3.8,51.1k,1.5L,3k,330
482,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
483,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
484,HCLTech,3.4,44.8k,3.8L,4.5k,284
485,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
486,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
487,TCS,3.3,1.1L,9.8L,11.9k,2.7k
488,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
489,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
490,Cognizant,3.6,60.2k,6L,6.3k,624
491,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
492,HDFC Bank,3.8,51.1k,1.5L,3k,330
493,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
494,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
495,HCLTech,3.4,44.8k,3.8L,4.5k,284
496,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
497,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
498,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
499,TCS,3.3,1.1L,9.8L,11.9k,2.7k
500,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
501,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
502,Cognizant,3.6,60.2k,6L,6.3k,624
503,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
504,HDFC Bank,3.8,51.1k,1.5L,3k,330
505,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
506,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
507,HCLTech,3.4,44.8k,3.8L,4.5k,284
508,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
509,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
510,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
511,Jio,4.4,33.1k,62.5k,4.1k,3
512,TCS,3.3,1.1L,9.8L,11.9k,2.7k
513,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
514,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
515,Cognizant,3.6,60.2k,6L,6.3k,624
516,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
517,HDFC Bank,3.8,51.1k,1.5L,3k,330
518,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
519,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
520,HCLTech,3.4,44.8k,3.8L,4.5k,284
521,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
522,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
523,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
524,Jio,4.4,33.1k,62.5k,4.1k,3
525,Axis Bank,3.6,32.5k,1L,1.9k,192
526,TCS,3.3,1.1L,9.8L,11.9k,2.7k
527,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
528,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
529,Cognizant,3.6,60.2k,6L,6.3k,624
530,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
531,HDFC Bank,3.8,51.1k,1.5L,3k,330
532,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
533,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
534,HCLTech,3.4,44.8k,3.8L,4.5k,284
535,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
536,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
537,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
538,Jio,4.4,33.1k,62.5k,4.1k,3
539,Axis Bank,3.6,32.5k,1L,1.9k,192
540,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
541,TCS,3.3,1.1L,9.8L,11.9k,2.7k
542,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
543,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
544,Cognizant,3.6,60.2k,6L,6.3k,624
545,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
546,HDFC Bank,3.8,51.1k,1.5L,3k,330
547,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
548,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
549,HCLTech,3.4,44.8k,3.8L,4.5k,284
550,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
551,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
552,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
553,Jio,4.4,33.1k,62.5k,4.1k,3
554,Axis Bank,3.6,32.5k,1L,1.9k,192
555,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
556,Amazon,3.9,31k,1.5L,5.8k,1.9k
557,TCS,3.3,1.1L,9.8L,11.9k,2.7k
558,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
559,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
560,Cognizant,3.6,60.2k,6L,6.3k,624
561,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
562,HDFC Bank,3.8,51.1k,1.5L,3k,330
563,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
564,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
565,HCLTech,3.4,44.8k,3.8L,4.5k,284
566,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
567,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
568,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
569,Jio,4.4,33.1k,62.5k,4.1k,3
570,Axis Bank,3.6,32.5k,1L,1.9k,192
571,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
572,Amazon,3.9,31k,1.5L,5.8k,1.9k
573,iEnergizer,4.6,27.2k,24k,1.2k,94
574,TCS,3.3,1.1L,9.8L,11.9k,2.7k
575,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
576,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
577,Cognizant,3.6,60.2k,6L,6.3k,624
578,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
579,HDFC Bank,3.8,51.1k,1.5L,3k,330
580,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
581,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
582,HCLTech,3.4,44.8k,3.8L,4.5k,284
583,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
584,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
585,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
586,Jio,4.4,33.1k,62.5k,4.1k,3
587,Axis Bank,3.6,32.5k,1L,1.9k,192
588,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
589,Amazon,3.9,31k,1.5L,5.8k,1.9k
590,iEnergizer,4.6,27.2k,24k,1.2k,94
591,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
592,TCS,3.3,1.1L,9.8L,11.9k,2.7k
593,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
594,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
595,Cognizant,3.6,60.2k,6L,6.3k,624
596,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
597,HDFC Bank,3.8,51.1k,1.5L,3k,330
598,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
599,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
600,HCLTech,3.4,44.8k,3.8L,4.5k,284
601,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
602,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
603,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
604,Jio,4.4,33.1k,62.5k,4.1k,3
605,Axis Bank,3.6,32.5k,1L,1.9k,192
606,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
607,Amazon,3.9,31k,1.5L,5.8k,1.9k
608,iEnergizer,4.6,27.2k,24k,1.2k,94
609,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
610,LTIMindtree,3.6,26k,1.9L,3.4k,548
611,TCS,3.3,1.1L,9.8L,11.9k,2.7k
612,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
613,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
614,Cognizant,3.6,60.2k,6L,6.3k,624
615,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
616,HDFC Bank,3.8,51.1k,1.5L,3k,330
617,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
618,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
619,HCLTech,3.4,44.8k,3.8L,4.5k,284
620,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
621,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
622,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
623,Jio,4.4,33.1k,62.5k,4.1k,3
624,Axis Bank,3.6,32.5k,1L,1.9k,192
625,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
626,Amazon,3.9,31k,1.5L,5.8k,1.9k
627,iEnergizer,4.6,27.2k,24k,1.2k,94
628,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
629,LTIMindtree,3.6,26k,1.9L,3.4k,548
630,IBM,3.9,25.4k,2.1L,2.6k,2k
631,TCS,3.3,1.1L,9.8L,11.9k,2.7k
632,TCS,3.3,1.1L,9.8L,11.9k,2.7k
633,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
634,TCS,3.3,1.1L,9.8L,11.9k,2.7k
635,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
636,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
637,TCS,3.3,1.1L,9.8L,11.9k,2.7k
638,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
639,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
640,Cognizant,3.6,60.2k,6L,6.3k,624
641,TCS,3.3,1.1L,9.8L,11.9k,2.7k
642,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
643,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
644,Cognizant,3.6,60.2k,6L,6.3k,624
645,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
646,TCS,3.3,1.1L,9.8L,11.9k,2.7k
647,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
648,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
649,Cognizant,3.6,60.2k,6L,6.3k,624
650,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
651,HDFC Bank,3.8,51.1k,1.5L,3k,330
652,TCS,3.3,1.1L,9.8L,11.9k,2.7k
653,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
654,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
655,Cognizant,3.6,60.2k,6L,6.3k,624
656,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
657,HDFC Bank,3.8,51.1k,1.5L,3k,330
658,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
659,TCS,3.3,1.1L,9.8L,11.9k,2.7k
660,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
661,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
662,Cognizant,3.6,60.2k,6L,6.3k,624
663,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
664,HDFC Bank,3.8,51.1k,1.5L,3k,330
665,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
666,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
667,TCS,3.3,1.1L,9.8L,11.9k,2.7k
668,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
669,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
670,Cognizant,3.6,60.2k,6L,6.3k,624
671,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
672,HDFC Bank,3.8,51.1k,1.5L,3k,330
673,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
674,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
675,HCLTech,3.4,44.8k,3.8L,4.5k,284
676,TCS,3.3,1.1L,9.8L,11.9k,2.7k
677,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
678,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
679,Cognizant,3.6,60.2k,6L,6.3k,624
680,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
681,HDFC Bank,3.8,51.1k,1.5L,3k,330
682,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
683,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
684,HCLTech,3.4,44.8k,3.8L,4.5k,284
685,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
686,TCS,3.3,1.1L,9.8L,11.9k,2.7k
687,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
688,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
689,Cognizant,3.6,60.2k,6L,6.3k,624
690,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
691,HDFC Bank,3.8,51.1k,1.5L,3k,330
692,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
693,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
694,HCLTech,3.4,44.8k,3.8L,4.5k,284
695,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
696,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
697,TCS,3.3,1.1L,9.8L,11.9k,2.7k
698,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
699,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
700,Cognizant,3.6,60.2k,6L,6.3k,624
701,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
702,HDFC Bank,3.8,51.1k,1.5L,3k,330
703,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
704,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
705,HCLTech,3.4,44.8k,3.8L,4.5k,284
706,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
707,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
708,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
709,TCS,3.3,1.1L,9.8L,11.9k,2.7k
710,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
711,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
712,Cognizant,3.6,60.2k,6L,6.3k,624
713,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
714,HDFC Bank,3.8,51.1k,1.5L,3k,330
715,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
716,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
717,HCLTech,3.4,44.8k,3.8L,4.5k,284
718,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
719,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
720,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
721,Jio,4.4,33.1k,62.5k,4.1k,3
722,TCS,3.3,1.1L,9.8L,11.9k,2.7k
723,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
724,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
725,Cognizant,3.6,60.2k,6L,6.3k,624
726,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
727,HDFC Bank,3.8,51.1k,1.5L,3k,330
728,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
729,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
730,HCLTech,3.4,44.8k,3.8L,4.5k,284
731,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
732,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
733,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
734,Jio,4.4,33.1k,62.5k,4.1k,3
735,Axis Bank,3.6,32.5k,1L,1.9k,192
736,TCS,3.3,1.1L,9.8L,11.9k,2.7k
737,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
738,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
739,Cognizant,3.6,60.2k,6L,6.3k,624
740,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
741,HDFC Bank,3.8,51.1k,1.5L,3k,330
742,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
743,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
744,HCLTech,3.4,44.8k,3.8L,4.5k,284
745,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
746,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
747,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
748,Jio,4.4,33.1k,62.5k,4.1k,3
749,Axis Bank,3.6,32.5k,1L,1.9k,192
750,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
751,TCS,3.3,1.1L,9.8L,11.9k,2.7k
752,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
753,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
754,Cognizant,3.6,60.2k,6L,6.3k,624
755,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
756,HDFC Bank,3.8,51.1k,1.5L,3k,330
757,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
758,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
759,HCLTech,3.4,44.8k,3.8L,4.5k,284
760,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
761,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
762,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
763,Jio,4.4,33.1k,62.5k,4.1k,3
764,Axis Bank,3.6,32.5k,1L,1.9k,192
765,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
766,Amazon,3.9,31k,1.5L,5.8k,1.9k
767,TCS,3.3,1.1L,9.8L,11.9k,2.7k
768,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
769,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
770,Cognizant,3.6,60.2k,6L,6.3k,624
771,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
772,HDFC Bank,3.8,51.1k,1.5L,3k,330
773,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
774,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
775,HCLTech,3.4,44.8k,3.8L,4.5k,284
776,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
777,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
778,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
779,Jio,4.4,33.1k,62.5k,4.1k,3
780,Axis Bank,3.6,32.5k,1L,1.9k,192
781,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
782,Amazon,3.9,31k,1.5L,5.8k,1.9k
783,iEnergizer,4.6,27.2k,24k,1.2k,94
784,TCS,3.3,1.1L,9.8L,11.9k,2.7k
785,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
786,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
787,Cognizant,3.6,60.2k,6L,6.3k,624
788,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
789,HDFC Bank,3.8,51.1k,1.5L,3k,330
790,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
791,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
792,HCLTech,3.4,44.8k,3.8L,4.5k,284
793,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
794,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
795,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
796,Jio,4.4,33.1k,62.5k,4.1k,3
797,Axis Bank,3.6,32.5k,1L,1.9k,192
798,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
799,Amazon,3.9,31k,1.5L,5.8k,1.9k
800,iEnergizer,4.6,27.2k,24k,1.2k,94
801,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
802,TCS,3.3,1.1L,9.8L,11.9k,2.7k
803,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
804,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
805,Cognizant,3.6,60.2k,6L,6.3k,624
806,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
807,HDFC Bank,3.8,51.1k,1.5L,3k,330
808,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
809,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
810,HCLTech,3.4,44.8k,3.8L,4.5k,284
811,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
812,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
813,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
814,Jio,4.4,33.1k,62.5k,4.1k,3
815,Axis Bank,3.6,32.5k,1L,1.9k,192
816,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
817,Amazon,3.9,31k,1.5L,5.8k,1.9k
818,iEnergizer,4.6,27.2k,24k,1.2k,94
819,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
820,LTIMindtree,3.6,26k,1.9L,3.4k,548
821,TCS,3.3,1.1L,9.8L,11.9k,2.7k
822,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
823,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
824,Cognizant,3.6,60.2k,6L,6.3k,624
825,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
826,HDFC Bank,3.8,51.1k,1.5L,3k,330
827,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
828,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
829,HCLTech,3.4,44.8k,3.8L,4.5k,284
830,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
831,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
832,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
833,Jio,4.4,33.1k,62.5k,4.1k,3
834,Axis Bank,3.6,32.5k,1L,1.9k,192
835,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
836,Amazon,3.9,31k,1.5L,5.8k,1.9k
837,iEnergizer,4.6,27.2k,24k,1.2k,94
838,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
839,LTIMindtree,3.6,26k,1.9L,3.4k,548
840,IBM,3.9,25.4k,2.1L,2.6k,2k
841,TCS,3.3,1.1L,9.8L,11.9k,2.7k
842,TCS,3.3,1.1L,9.8L,11.9k,2.7k
843,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
844,TCS,3.3,1.1L,9.8L,11.9k,2.7k
845,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
846,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
847,TCS,3.3,1.1L,9.8L,11.9k,2.7k
848,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
849,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
850,Cognizant,3.6,60.2k,6L,6.3k,624
851,TCS,3.3,1.1L,9.8L,11.9k,2.7k
852,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
853,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
854,Cognizant,3.6,60.2k,6L,6.3k,624
855,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
856,TCS,3.3,1.1L,9.8L,11.9k,2.7k
857,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
858,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
859,Cognizant,3.6,60.2k,6L,6.3k,624
860,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
861,HDFC Bank,3.8,51.1k,1.5L,3k,330
862,TCS,3.3,1.1L,9.8L,11.9k,2.7k
863,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
864,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
865,Cognizant,3.6,60.2k,6L,6.3k,624
866,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
867,HDFC Bank,3.8,51.1k,1.5L,3k,330
868,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
869,TCS,3.3,1.1L,9.8L,11.9k,2.7k
870,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
871,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
872,Cognizant,3.6,60.2k,6L,6.3k,624
873,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
874,HDFC Bank,3.8,51.1k,1.5L,3k,330
875,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
876,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
877,TCS,3.3,1.1L,9.8L,11.9k,2.7k
878,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
879,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
880,Cognizant,3.6,60.2k,6L,6.3k,624
881,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
882,HDFC Bank,3.8,51.1k,1.5L,3k,330
883,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
884,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
885,HCLTech,3.4,44.8k,3.8L,4.5k,284
886,TCS,3.3,1.1L,9.8L,11.9k,2.7k
887,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
888,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
889,Cognizant,3.6,60.2k,6L,6.3k,624
890,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
891,HDFC Bank,3.8,51.1k,1.5L,3k,330
892,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
893,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
894,HCLTech,3.4,44.8k,3.8L,4.5k,284
895,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
896,TCS,3.3,1.1L,9.8L,11.9k,2.7k
897,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
898,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
899,Cognizant,3.6,60.2k,6L,6.3k,624
900,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
901,HDFC Bank,3.8,51.1k,1.5L,3k,330
902,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
903,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
904,HCLTech,3.4,44.8k,3.8L,4.5k,284
905,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
906,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
907,TCS,3.3,1.1L,9.8L,11.9k,2.7k
908,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
909,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
910,Cognizant,3.6,60.2k,6L,6.3k,624
911,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
912,HDFC Bank,3.8,51.1k,1.5L,3k,330
913,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
914,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
915,HCLTech,3.4,44.8k,3.8L,4.5k,284
916,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
917,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
918,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
919,TCS,3.3,1.1L,9.8L,11.9k,2.7k
920,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
921,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
922,Cognizant,3.6,60.2k,6L,6.3k,624
923,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
924,HDFC Bank,3.8,51.1k,1.5L,3k,330
925,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
926,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
927,HCLTech,3.4,44.8k,3.8L,4.5k,284
928,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
