,Company_Name,Ratings,Rating_Count,Salary,Interview,Jobs
2619,Ford Motor,4.2,3.3k,15.2k,174,3
2620,Ceat Tyres,3.9,3.3k,12.9k,211,11
2621,ABB,4.1,3.3k,17.8k,290,--
2622,Barclays,3.7,3.3k,31.6k,314,--
2623,HARMAN,3.8,3.3k,24k,292,97
2624,RSPL Group,4.0,3.3k,9.7k,257,22
2625,AGS Health,4.0,3.3k,14.3k,211,47
2626,Blinkit,3.8,3.4k,12.4k,336,--
2627,Vishal Mega Mart,3.8,3.4k,6.2k,210,2
2628,Hindustan Coca Cola Beverages,4.0,3.4k,7.8k,179,43
2629,UBS,3.8,3.4k,31.6k,370,--
2630,DTDC Express,3.7,3.4k,8.8k,195,36
2631,IndusInd Nippon Life Insurance,3.4,3.4k,20,171,2
2632,Bajaj General Insurance Limited,3.7,3.4k,11.1k,139,121
2633,Ford Motor,4.2,3.3k,15.2k,174,3
2634,Ceat Tyres,3.9,3.3k,12.9k,211,11
2635,ABB,4.1,3.3k,17.8k,290,--
2636,Barclays,3.7,3.3k,31.6k,314,--
2637,HARMAN,3.8,3.3k,24k,292,97
2638,RSPL Group,4.0,3.3k,9.7k,257,22
2639,AGS Health,4.0,3.3k,14.3k,211,47
2640,NatWest Group,4.0,3.3k,20.8k,234,92
2641,Blinkit,3.8,3.4k,12.4k,336,--
2642,Vishal Mega Mart,3.8,3.4k,6.2k,210,2
2643,Hindustan Coca Cola Beverages,4.0,3.4k,7.8k,179,43
2644,UBS,3.8,3.4k,31.6k,370,--
2645,DTDC Express,3.7,3.4k,8.8k,195,36
2646,IndusInd Nippon Life Insurance,3.4,3.4k,20,171,2
2647,Bajaj General Insurance Limited,3.7,3.4k,11.1k,139,121
2648,Ford Motor,4.2,3.3k,15.2k,174,3
2649,Ceat Tyres,3.9,3.3k,12.9k,211,11
2650,ABB,4.1,3.3k,17.8k,290,--
2651,Barclays,3.7,3.3k,31.6k,314,--
2652,HARMAN,3.8,3.3k,24k,292,97
2653,RSPL Group,4.0,3.3k,9.7k,257,22
2654,AGS Health,4.0,3.3k,14.3k,211,47
2655,NatWest Group,4.0,3.3k,20.8k,234,92
2656,TVS Credit Services Ltd,4.2,3.3k,7.5k,157,40
2657,Blinkit,3.8,3.4k,12.4k,336,--
2658,Vishal Mega Mart,3.8,3.4k,6.2k,210,2
2659,Hindustan Coca Cola Beverages,4.0,3.4k,7.8k,179,43
2660,UBS,3.8,3.4k,31.6k,370,--
2661,DTDC Express,3.7,3.4k,8.8k,195,36
2662,IndusInd Nippon Life Insurance,3.4,3.4k,20,171,2
2663,Bajaj General Insurance Limited,3.7,3.4k,11.1k,139,121
2664,Ford Motor,4.2,3.3k,15.2k,174,3
2665,Ceat Tyres,3.9,3.3k,12.9k,211,11
2666,ABB,4.1,3.3k,17.8k,290,--
2667,Barclays,3.7,3.3k,31.6k,314,--
2668,HARMAN,3.8,3.3k,24k,292,97
2669,RSPL Group,4.0,3.3k,9.7k,257,22
2670,AGS Health,4.0,3.3k,14.3k,211,47
2671,NatWest Group,4.0,3.3k,20.8k,234,92
2672,TVS Credit Services Ltd,4.2,3.3k,7.5k,157,40
2673,Niva Bupa Health Insurance Company,4.1,3.3k,8k,378,105
2674,Blinkit,3.8,3.4k,12.4k,336,--
2675,Vishal Mega Mart,3.8,3.4k,6.2k,210,2
2676,Hindustan Coca Cola Beverages,4.0,3.4k,7.8k,179,43
2677,UBS,3.8,3.4k,31.6k,370,--
2678,DTDC Express,3.7,3.4k,8.8k,195,36
2679,IndusInd Nippon Life Insurance,3.4,3.4k,20,171,2
2680,Bajaj General Insurance Limited,3.7,3.4k,11.1k,139,121
2681,Ford Motor,4.2,3.3k,15.2k,174,3
2682,Ceat Tyres,3.9,3.3k,12.9k,211,11
2683,ABB,4.1,3.3k,17.8k,290,--
2684,Barclays,3.7,3.3k,31.6k,314,--
2685,HARMAN,3.8,3.3k,24k,292,97
2686,RSPL Group,4.0,3.3k,9.7k,257,22
2687,AGS Health,4.0,3.3k,14.3k,211,47
2688,NatWest Group,4.0,3.3k,20.8k,234,92
2689,TVS Credit Services Ltd,4.2,3.3k,7.5k,157,40
2690,Niva Bupa Health Insurance Company,4.1,3.3k,8k,378,105
2691,Croma,3.8,3.2k,9.1k,185,27
2692,Blinkit,3.8,3.4k,12.4k,336,--
2693,Vishal Mega Mart,3.8,3.4k,6.2k,210,2
2694,Hindustan Coca Cola Beverages,4.0,3.4k,7.8k,179,43
2695,UBS,3.8,3.4k,31.6k,370,--
2696,DTDC Express,3.7,3.4k,8.8k,195,36
2697,IndusInd Nippon Life Insurance,3.4,3.4k,20,171,2
2698,Bajaj General Insurance Limited,3.7,3.4k,11.1k,139,121
2699,Ford Motor,4.2,3.3k,15.2k,174,3
2700,Ceat Tyres,3.9,3.3k,12.9k,211,11
2701,ABB,4.1,3.3k,17.8k,290,--
2702,Barclays,3.7,3.3k,31.6k,314,--
2703,HARMAN,3.8,3.3k,24k,292,97
2704,RSPL Group,4.0,3.3k,9.7k,257,22
2705,AGS Health,4.0,3.3k,14.3k,211,47
2706,NatWest Group,4.0,3.3k,20.8k,234,92
2707,TVS Credit Services Ltd,4.2,3.3k,7.5k,157,40
2708,Niva Bupa Health Insurance Company,4.1,3.3k,8k,378,105
2709,Croma,3.8,3.2k,9.1k,185,27
2710,InterGlobe Aviation,3.5,3.2k,13.5k,368,62
2711,Blinkit,3.8,3.4k,12.4k,336,--
2712,Vishal Mega Mart,3.8,3.4k,6.2k,210,2
2713,Hindustan Coca Cola Beverages,4.0,3.4k,7.8k,179,43
2714,UBS,3.8,3.4k,31.6k,370,--
2715,DTDC Express,3.7,3.4k,8.8k,195,36
2716,IndusInd Nippon Life Insurance,3.4,3.4k,20,171,2
2717,Bajaj General Insurance Limited,3.7,3.4k,11.1k,139,121
2718,Ford Motor,4.2,3.3k,15.2k,174,3
2719,Ceat Tyres,3.9,3.3k,12.9k,211,11
2720,ABB,4.1,3.3k,17.8k,290,--
2721,Barclays,3.7,3.3k,31.6k,314,--
2722,HARMAN,3.8,3.3k,24k,292,97
2723,RSPL Group,4.0,3.3k,9.7k,257,22
2724,AGS Health,4.0,3.3k,14.3k,211,47
2725,NatWest Group,4.0,3.3k,20.8k,234,92
2726,TVS Credit Services Ltd,4.2,3.3k,7.5k,157,40
2727,Niva Bupa Health Insurance Company,4.1,3.3k,8k,378,105
2728,Croma,3.8,3.2k,9.1k,185,27
2729,InterGlobe Aviation,3.5,3.2k,13.5k,368,62
2730,Alstom Transportation,3.7,3.2k,14.9k,278,394
2731,Conduent,3.4,3.2k,16.8k,232,287
2732,Conduent,3.4,3.2k,16.8k,232,287
2733,Indian Air Force,4.6,3.2k,5.3k,81,--
2734,Conduent,3.4,3.2k,16.8k,232,287
2735,Indian Air Force,4.6,3.2k,5.3k,81,--
2736,Tata Technologies,3.4,3.2k,22.7k,308,153
2737,Conduent,3.4,3.2k,16.8k,232,287
2738,Indian Air Force,4.6,3.2k,5.3k,81,--
2739,Tata Technologies,3.4,3.2k,22.7k,308,153
2740,Tata AIG,4.0,3.2k,11.5k,192,96
2741,Conduent,3.4,3.2k,16.8k,232,287
2742,Indian Air Force,4.6,3.2k,5.3k,81,--
2743,Tata Technologies,3.4,3.2k,22.7k,308,153
2744,Tata AIG,4.0,3.2k,11.5k,192,96
2745,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2746,Conduent,3.4,3.2k,16.8k,232,287
2747,Indian Air Force,4.6,3.2k,5.3k,81,--
2748,Tata Technologies,3.4,3.2k,22.7k,308,153
2749,Tata AIG,4.0,3.2k,11.5k,192,96
2750,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2751,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2752,Conduent,3.4,3.2k,16.8k,232,287
2753,Indian Air Force,4.6,3.2k,5.3k,81,--
2754,Tata Technologies,3.4,3.2k,22.7k,308,153
2755,Tata AIG,4.0,3.2k,11.5k,192,96
2756,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2757,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2758,UPL,4.1,3.1k,11.2k,218,40
2759,Conduent,3.4,3.2k,16.8k,232,287
2760,Indian Air Force,4.6,3.2k,5.3k,81,--
2761,Tata Technologies,3.4,3.2k,22.7k,308,153
2762,Tata AIG,4.0,3.2k,11.5k,192,96
2763,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2764,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2765,UPL,4.1,3.1k,11.2k,218,40
2766,Marpu Foundation,4.9,3.1k,60,265,--
2767,Conduent,3.4,3.2k,16.8k,232,287
2768,Indian Air Force,4.6,3.2k,5.3k,81,--
2769,Tata Technologies,3.4,3.2k,22.7k,308,153
2770,Tata AIG,4.0,3.2k,11.5k,192,96
2771,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2772,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2773,UPL,4.1,3.1k,11.2k,218,40
2774,Marpu Foundation,4.9,3.1k,60,265,--
2775,Max Healthcare,3.9,3.1k,10.4k,187,154
2776,Conduent,3.4,3.2k,16.8k,232,287
2777,Indian Air Force,4.6,3.2k,5.3k,81,--
2778,Tata Technologies,3.4,3.2k,22.7k,308,153
2779,Tata AIG,4.0,3.2k,11.5k,192,96
2780,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2781,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2782,UPL,4.1,3.1k,11.2k,218,40
2783,Marpu Foundation,4.9,3.1k,60,265,--
2784,Max Healthcare,3.9,3.1k,10.4k,187,154
2785,PepsiCo,4.0,3.1k,13.4k,237,319
2786,Conduent,3.4,3.2k,16.8k,232,287
2787,Indian Air Force,4.6,3.2k,5.3k,81,--
2788,Tata Technologies,3.4,3.2k,22.7k,308,153
2789,Tata AIG,4.0,3.2k,11.5k,192,96
2790,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2791,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2792,UPL,4.1,3.1k,11.2k,218,40
2793,Marpu Foundation,4.9,3.1k,60,265,--
2794,Max Healthcare,3.9,3.1k,10.4k,187,154
2795,PepsiCo,4.0,3.1k,13.4k,237,319
2796,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2797,Conduent,3.4,3.2k,16.8k,232,287
2798,Indian Air Force,4.6,3.2k,5.3k,81,--
2799,Tata Technologies,3.4,3.2k,22.7k,308,153
2800,Tata AIG,4.0,3.2k,11.5k,192,96
2801,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2802,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2803,UPL,4.1,3.1k,11.2k,218,40
2804,Marpu Foundation,4.9,3.1k,60,265,--
2805,Max Healthcare,3.9,3.1k,10.4k,187,154
2806,PepsiCo,4.0,3.1k,13.4k,237,319
2807,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2808,Titan Company,4.2,3.1k,9.6k,201,101
2809,Conduent,3.4,3.2k,16.8k,232,287
2810,Indian Air Force,4.6,3.2k,5.3k,81,--
2811,Tata Technologies,3.4,3.2k,22.7k,308,153
2812,Tata AIG,4.0,3.2k,11.5k,192,96
2813,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2814,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2815,UPL,4.1,3.1k,11.2k,218,40
2816,Marpu Foundation,4.9,3.1k,60,265,--
2817,Max Healthcare,3.9,3.1k,10.4k,187,154
2818,PepsiCo,4.0,3.1k,13.4k,237,319
2819,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2820,Titan Company,4.2,3.1k,9.6k,201,101
2821,Dilip Buildcon,3.9,3.1k,8k,187,25
2822,Conduent,3.4,3.2k,16.8k,232,287
2823,Indian Air Force,4.6,3.2k,5.3k,81,--
2824,Tata Technologies,3.4,3.2k,22.7k,308,153
2825,Tata AIG,4.0,3.2k,11.5k,192,96
2826,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2827,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2828,UPL,4.1,3.1k,11.2k,218,40
2829,Marpu Foundation,4.9,3.1k,60,265,--
2830,Max Healthcare,3.9,3.1k,10.4k,187,154
2831,PepsiCo,4.0,3.1k,13.4k,237,319
2832,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2833,Titan Company,4.2,3.1k,9.6k,201,101
2834,Dilip Buildcon,3.9,3.1k,8k,187,25
2835,Walmart,3.5,3.1k,22.4k,439,201
2836,Conduent,3.4,3.2k,16.8k,232,287
2837,Indian Air Force,4.6,3.2k,5.3k,81,--
2838,Tata Technologies,3.4,3.2k,22.7k,308,153
2839,Tata AIG,4.0,3.2k,11.5k,192,96
2840,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2841,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2842,UPL,4.1,3.1k,11.2k,218,40
2843,Marpu Foundation,4.9,3.1k,60,265,--
2844,Max Healthcare,3.9,3.1k,10.4k,187,154
2845,PepsiCo,4.0,3.1k,13.4k,237,319
2846,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2847,Titan Company,4.2,3.1k,9.6k,201,101
2848,Dilip Buildcon,3.9,3.1k,8k,187,25
2849,Walmart,3.5,3.1k,22.4k,439,201
2850,Mankind Pharma,3.8,3.1k,9.4k,255,6
2851,Conduent,3.4,3.2k,16.8k,232,287
2852,Indian Air Force,4.6,3.2k,5.3k,81,--
2853,Tata Technologies,3.4,3.2k,22.7k,308,153
2854,Tata AIG,4.0,3.2k,11.5k,192,96
2855,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2856,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2857,UPL,4.1,3.1k,11.2k,218,40
2858,Marpu Foundation,4.9,3.1k,60,265,--
2859,Max Healthcare,3.9,3.1k,10.4k,187,154
2860,PepsiCo,4.0,3.1k,13.4k,237,319
2861,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2862,Titan Company,4.2,3.1k,9.6k,201,101
2863,Dilip Buildcon,3.9,3.1k,8k,187,25
2864,Walmart,3.5,3.1k,22.4k,439,201
2865,Mankind Pharma,3.8,3.1k,9.4k,255,6
2866,Varroc Group,3.6,3.1k,9.5k,220,65
2867,Conduent,3.4,3.2k,16.8k,232,287
2868,Indian Air Force,4.6,3.2k,5.3k,81,--
2869,Tata Technologies,3.4,3.2k,22.7k,308,153
2870,Tata AIG,4.0,3.2k,11.5k,192,96
2871,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2872,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2873,UPL,4.1,3.1k,11.2k,218,40
2874,Marpu Foundation,4.9,3.1k,60,265,--
2875,Max Healthcare,3.9,3.1k,10.4k,187,154
2876,PepsiCo,4.0,3.1k,13.4k,237,319
2877,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2878,Titan Company,4.2,3.1k,9.6k,201,101
2879,Dilip Buildcon,3.9,3.1k,8k,187,25
2880,Walmart,3.5,3.1k,22.4k,439,201
2881,Mankind Pharma,3.8,3.1k,9.4k,255,6
2882,Varroc Group,3.6,3.1k,9.5k,220,65
2883,Jindal Stainless,4.2,3.1k,11.4k,312,4
2884,Conduent,3.4,3.2k,16.8k,232,287
2885,Indian Air Force,4.6,3.2k,5.3k,81,--
2886,Tata Technologies,3.4,3.2k,22.7k,308,153
2887,Tata AIG,4.0,3.2k,11.5k,192,96
2888,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2889,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2890,UPL,4.1,3.1k,11.2k,218,40
2891,Marpu Foundation,4.9,3.1k,60,265,--
2892,Max Healthcare,3.9,3.1k,10.4k,187,154
2893,PepsiCo,4.0,3.1k,13.4k,237,319
2894,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2895,Titan Company,4.2,3.1k,9.6k,201,101
2896,Dilip Buildcon,3.9,3.1k,8k,187,25
2897,Walmart,3.5,3.1k,22.4k,439,201
2898,Mankind Pharma,3.8,3.1k,9.4k,255,6
2899,Varroc Group,3.6,3.1k,9.5k,220,65
2900,Jindal Stainless,4.2,3.1k,11.4k,312,4
2901,S&P Global,4.0,3.1k,20.3k,329,270
2902,Conduent,3.4,3.2k,16.8k,232,287
2903,Indian Air Force,4.6,3.2k,5.3k,81,--
2904,Tata Technologies,3.4,3.2k,22.7k,308,153
2905,Tata AIG,4.0,3.2k,11.5k,192,96
2906,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2907,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2908,UPL,4.1,3.1k,11.2k,218,40
2909,Marpu Foundation,4.9,3.1k,60,265,--
2910,Max Healthcare,3.9,3.1k,10.4k,187,154
2911,PepsiCo,4.0,3.1k,13.4k,237,319
2912,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2913,Titan Company,4.2,3.1k,9.6k,201,101
2914,Dilip Buildcon,3.9,3.1k,8k,187,25
2915,Walmart,3.5,3.1k,22.4k,439,201
2916,Mankind Pharma,3.8,3.1k,9.4k,255,6
2917,Varroc Group,3.6,3.1k,9.5k,220,65
2918,Jindal Stainless,4.2,3.1k,11.4k,312,4
2919,S&P Global,4.0,3.1k,20.3k,329,270
2920,MSN Laboratories,3.6,3k,9.4k,171,28
2921,Conduent,3.4,3.2k,16.8k,232,287
2922,Indian Air Force,4.6,3.2k,5.3k,81,--
2923,Tata Technologies,3.4,3.2k,22.7k,308,153
2924,Tata AIG,4.0,3.2k,11.5k,192,96
2925,GeBBS Healthcare Solutions,3.7,3.2k,11.3k,180,68
2926,Allcargo Logistics,3.8,3.2k,6.9k,138,28
2927,UPL,4.1,3.1k,11.2k,218,40
2928,Marpu Foundation,4.9,3.1k,60,265,--
2929,Max Healthcare,3.9,3.1k,10.4k,187,154
2930,PepsiCo,4.0,3.1k,13.4k,237,319
2931,Amazon Transportation Services,4.2,3.1k,8.4k,256,1
2932,Titan Company,4.2,3.1k,9.6k,201,101
2933,Dilip Buildcon,3.9,3.1k,8k,187,25
2934,Walmart,3.5,3.1k,22.4k,439,201
2935,Mankind Pharma,3.8,3.1k,9.4k,255,6
2936,Varroc Group,3.6,3.1k,9.5k,220,65
2937,Jindal Stainless,4.2,3.1k,11.4k,312,4
2938,S&P Global,4.0,3.1k,20.3k,329,270
2939,MSN Laboratories,3.6,3k,9.4k,171,28
2940,Future Group,4.2,3k,6.8k,84,--
2941,Quest Global,3.5,3k,21.2k,360,156
2942,Quest Global,3.5,3k,21.2k,360,156
2943,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2944,Quest Global,3.5,3k,21.2k,360,156
2945,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2946,Afcons Infrastructure,4.2,3k,8.6k,266,34
2947,Quest Global,3.5,3k,21.2k,360,156
2948,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2949,Afcons Infrastructure,4.2,3k,8.6k,266,34
2950,Sagility,3.9,3k,11.6k,245,98
2951,Quest Global,3.5,3k,21.2k,360,156
2952,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2953,Afcons Infrastructure,4.2,3k,8.6k,266,34
2954,Sagility,3.9,3k,11.6k,245,98
2955,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
2956,Quest Global,3.5,3k,21.2k,360,156
2957,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2958,Afcons Infrastructure,4.2,3k,8.6k,266,34
2959,Sagility,3.9,3k,11.6k,245,98
2960,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
2961,Square Yards,3.6,3k,9.3k,228,54
2962,Quest Global,3.5,3k,21.2k,360,156
2963,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2964,Afcons Infrastructure,4.2,3k,8.6k,266,34
2965,Sagility,3.9,3k,11.6k,245,98
2966,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
2967,Square Yards,3.6,3k,9.3k,228,54
2968,IDFC FIRST Bharat,4.2,3k,5k,151,6
2969,Quest Global,3.5,3k,21.2k,360,156
2970,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2971,Afcons Infrastructure,4.2,3k,8.6k,266,34
2972,Sagility,3.9,3k,11.6k,245,98
2973,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
2974,Square Yards,3.6,3k,9.3k,228,54
2975,IDFC FIRST Bharat,4.2,3k,5k,151,6
2976,HDFC Sales,3.9,3k,8.3k,190,10
2977,Quest Global,3.5,3k,21.2k,360,156
2978,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2979,Afcons Infrastructure,4.2,3k,8.6k,266,34
2980,Sagility,3.9,3k,11.6k,245,98
2981,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
2982,Square Yards,3.6,3k,9.3k,228,54
2983,IDFC FIRST Bharat,4.2,3k,5k,151,6
2984,HDFC Sales,3.9,3k,8.3k,190,10
2985,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
2986,Quest Global,3.5,3k,21.2k,360,156
2987,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2988,Afcons Infrastructure,4.2,3k,8.6k,266,34
2989,Sagility,3.9,3k,11.6k,245,98
2990,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
2991,Square Yards,3.6,3k,9.3k,228,54
2992,IDFC FIRST Bharat,4.2,3k,5k,151,6
2993,HDFC Sales,3.9,3k,8.3k,190,10
2994,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
2995,CMS IT Services,3.1,3k,9.4k,158,33
2996,Quest Global,3.5,3k,21.2k,360,156
2997,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
2998,Afcons Infrastructure,4.2,3k,8.6k,266,34
2999,Sagility,3.9,3k,11.6k,245,98
3000,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3001,Square Yards,3.6,3k,9.3k,228,54
3002,IDFC FIRST Bharat,4.2,3k,5k,151,6
3003,HDFC Sales,3.9,3k,8.3k,190,10
3004,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
3005,CMS IT Services,3.1,3k,9.4k,158,33
3006,Ola Electric Mobility,3.4,3k,9.3k,303,--
3007,Quest Global,3.5,3k,21.2k,360,156
3008,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
3009,Afcons Infrastructure,4.2,3k,8.6k,266,34
3010,Sagility,3.9,3k,11.6k,245,98
3011,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3012,Square Yards,3.6,3k,9.3k,228,54
3013,IDFC FIRST Bharat,4.2,3k,5k,151,6
3014,HDFC Sales,3.9,3k,8.3k,190,10
3015,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
3016,CMS IT Services,3.1,3k,9.4k,158,33
3017,Ola Electric Mobility,3.4,3k,9.3k,303,--
3018,Zensar Technologies,3.7,2.9k,25.6k,278,409
3019,Quest Global,3.5,3k,21.2k,360,156
3020,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
3021,Afcons Infrastructure,4.2,3k,8.6k,266,34
3022,Sagility,3.9,3k,11.6k,245,98
3023,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3024,Square Yards,3.6,3k,9.3k,228,54
3025,IDFC FIRST Bharat,4.2,3k,5k,151,6
3026,HDFC Sales,3.9,3k,8.3k,190,10
3027,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
3028,CMS IT Services,3.1,3k,9.4k,158,33
3029,Ola Electric Mobility,3.4,3k,9.3k,303,--
3030,Zensar Technologies,3.7,2.9k,25.6k,278,409
3031,I Process Services,3.8,2.9k,5.5k,134,--
3032,Quest Global,3.5,3k,21.2k,360,156
3033,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
3034,Afcons Infrastructure,4.2,3k,8.6k,266,34
3035,Sagility,3.9,3k,11.6k,245,98
3036,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3037,Square Yards,3.6,3k,9.3k,228,54
3038,IDFC FIRST Bharat,4.2,3k,5k,151,6
3039,HDFC Sales,3.9,3k,8.3k,190,10
3040,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
3041,CMS IT Services,3.1,3k,9.4k,158,33
3042,Ola Electric Mobility,3.4,3k,9.3k,303,--
3043,Zensar Technologies,3.7,2.9k,25.6k,278,409
3044,I Process Services,3.8,2.9k,5.5k,134,--
3045,ACC,3.9,2.9k,9k,234,--
3046,Quest Global,3.5,3k,21.2k,360,156
3047,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
3048,Afcons Infrastructure,4.2,3k,8.6k,266,34
3049,Sagility,3.9,3k,11.6k,245,98
3050,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3051,Square Yards,3.6,3k,9.3k,228,54
3052,IDFC FIRST Bharat,4.2,3k,5k,151,6
3053,HDFC Sales,3.9,3k,8.3k,190,10
3054,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
3055,CMS IT Services,3.1,3k,9.4k,158,33
3056,Ola Electric Mobility,3.4,3k,9.3k,303,--
3057,Zensar Technologies,3.7,2.9k,25.6k,278,409
3058,I Process Services,3.8,2.9k,5.5k,134,--
3059,ACC,3.9,2.9k,9k,234,--
3060,DS Group,4.1,2.9k,7.8k,217,42
3061,Quest Global,3.5,3k,21.2k,360,156
3062,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
3063,Afcons Infrastructure,4.2,3k,8.6k,266,34
3064,Sagility,3.9,3k,11.6k,245,98
3065,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3066,Square Yards,3.6,3k,9.3k,228,54
3067,IDFC FIRST Bharat,4.2,3k,5k,151,6
3068,HDFC Sales,3.9,3k,8.3k,190,10
3069,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
3070,CMS IT Services,3.1,3k,9.4k,158,33
3071,Ola Electric Mobility,3.4,3k,9.3k,303,--
3072,Zensar Technologies,3.7,2.9k,25.6k,278,409
3073,I Process Services,3.8,2.9k,5.5k,134,--
3074,ACC,3.9,2.9k,9k,234,--
3075,DS Group,4.1,2.9k,7.8k,217,42
3076,Suzlon Group,4.0,2.9k,7.8k,174,32
3077,Quest Global,3.5,3k,21.2k,360,156
3078,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
3079,Afcons Infrastructure,4.2,3k,8.6k,266,34
3080,Sagility,3.9,3k,11.6k,245,98
3081,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3082,Square Yards,3.6,3k,9.3k,228,54
3083,IDFC FIRST Bharat,4.2,3k,5k,151,6
3084,HDFC Sales,3.9,3k,8.3k,190,10
3085,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
3086,CMS IT Services,3.1,3k,9.4k,158,33
3087,Ola Electric Mobility,3.4,3k,9.3k,303,--
3088,Zensar Technologies,3.7,2.9k,25.6k,278,409
3089,I Process Services,3.8,2.9k,5.5k,134,--
3090,ACC,3.9,2.9k,9k,234,--
3091,DS Group,4.1,2.9k,7.8k,217,42
3092,Suzlon Group,4.0,2.9k,7.8k,174,32
3093,Tata Elxsi,3.5,2.9k,22.8k,340,37
3094,Quest Global,3.5,3k,21.2k,360,156
3095,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
3096,Afcons Infrastructure,4.2,3k,8.6k,266,34
3097,Sagility,3.9,3k,11.6k,245,98
3098,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3099,Square Yards,3.6,3k,9.3k,228,54
3100,IDFC FIRST Bharat,4.2,3k,5k,151,6
3101,HDFC Sales,3.9,3k,8.3k,190,10
3102,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
