,Company_Name,Ratings,Rating_Count,Salary,Interview,Jobs
3103,CMS IT Services,3.1,3k,9.4k,158,33
3104,Ola Electric Mobility,3.4,3k,9.3k,303,--
3105,Zensar Technologies,3.7,2.9k,25.6k,278,409
3106,I Process Services,3.8,2.9k,5.5k,134,--
3107,ACC,3.9,2.9k,9k,234,--
3108,DS Group,4.1,2.9k,7.8k,217,42
3109,Suzlon Group,4.0,2.9k,7.8k,174,32
3110,Tata Elxsi,3.5,2.9k,22.8k,340,37
3111,Eternal Limited,3.7,2.9k,14.6k,362,9
3112,Quest Global,3.5,3k,21.2k,360,156
3113,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
3114,Afcons Infrastructure,4.2,3k,8.6k,266,34
3115,Sagility,3.9,3k,11.6k,245,98
3116,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3117,Square Yards,3.6,3k,9.3k,228,54
3118,IDFC FIRST Bharat,4.2,3k,5k,151,6
3119,HDFC Sales,3.9,3k,8.3k,190,10
3120,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
3121,CMS IT Services,3.1,3k,9.4k,158,33
3122,Ola Electric Mobility,3.4,3k,9.3k,303,--
3123,Zensar Technologies,3.7,2.9k,25.6k,278,409
3124,I Process Services,3.8,2.9k,5.5k,134,--
3125,ACC,3.9,2.9k,9k,234,--
3126,DS Group,4.1,2.9k,7.8k,217,42
3127,Suzlon Group,4.0,2.9k,7.8k,174,32
3128,Tata Elxsi,3.5,2.9k,22.8k,340,37
3129,Eternal Limited,3.7,2.9k,14.6k,362,9
3130,Fujitsu,3.8,2.9k,17.3k,213,166
3131,Quest Global,3.5,3k,21.2k,360,156
3132,Societe Generale Global Solution Centre,3.6,3k,22.9k,296,110
3133,Afcons Infrastructure,4.2,3k,8.6k,266,34
3134,Sagility,3.9,3k,11.6k,245,98
3135,Torrent Pharmaceuticals,4.0,3k,10.1k,167,30
3136,Square Yards,3.6,3k,9.3k,228,54
3137,IDFC FIRST Bharat,4.2,3k,5k,151,6
3138,HDFC Sales,3.9,3k,8.3k,190,10
3139,ESAF Small Finance Bank,3.6,3k,7.7k,167,37
3140,CMS IT Services,3.1,3k,9.4k,158,33
3141,Ola Electric Mobility,3.4,3k,9.3k,303,--
3142,Zensar Technologies,3.7,2.9k,25.6k,278,409
3143,I Process Services,3.8,2.9k,5.5k,134,--
3144,ACC,3.9,2.9k,9k,234,--
3145,DS Group,4.1,2.9k,7.8k,217,42
3146,Suzlon Group,4.0,2.9k,7.8k,174,32
3147,Tata Elxsi,3.5,2.9k,22.8k,340,37
3148,Eternal Limited,3.7,2.9k,14.6k,362,9
3149,Fujitsu,3.8,2.9k,17.3k,213,166
3150,Bharat Financial Inclusion,3.7,2.9k,5.1k,125,3
3151,Shoppers Stop,4.0,2.9k,6.9k,144,29
3152,Shoppers Stop,4.0,2.9k,6.9k,144,29
3153,VVDN Technologies,3.6,2.9k,13.6k,258,9
3154,Shoppers Stop,4.0,2.9k,6.9k,144,29
3155,VVDN Technologies,3.6,2.9k,13.6k,258,9
3156,Indus Towers,3.6,2.9k,9.1k,226,33
3157,Shoppers Stop,4.0,2.9k,6.9k,144,29
3158,VVDN Technologies,3.6,2.9k,13.6k,258,9
3159,Indus Towers,3.6,2.9k,9.1k,226,33
3160,Nokia,4.0,2.9k,16.3k,319,290
3161,Shoppers Stop,4.0,2.9k,6.9k,144,29
3162,VVDN Technologies,3.6,2.9k,13.6k,258,9
3163,Indus Towers,3.6,2.9k,9.1k,226,33
3164,Nokia,4.0,2.9k,16.3k,319,290
3165,Apollo Tyres,4.0,2.9k,9.9k,151,--
3166,Shoppers Stop,4.0,2.9k,6.9k,144,29
3167,VVDN Technologies,3.6,2.9k,13.6k,258,9
3168,Indus Towers,3.6,2.9k,9.1k,226,33
3169,Nokia,4.0,2.9k,16.3k,319,290
3170,Apollo Tyres,4.0,2.9k,9.9k,151,--
3171,IKS Health,3.6,2.8k,11.2k,264,21
3172,Shoppers Stop,4.0,2.9k,6.9k,144,29
3173,VVDN Technologies,3.6,2.9k,13.6k,258,9
3174,Indus Towers,3.6,2.9k,9.1k,226,33
3175,Nokia,4.0,2.9k,16.3k,319,290
3176,Apollo Tyres,4.0,2.9k,9.9k,151,--
3177,IKS Health,3.6,2.8k,11.2k,264,21
3178,Yazaki,3.9,2.8k,9k,181,--
3179,Shoppers Stop,4.0,2.9k,6.9k,144,29
3180,VVDN Technologies,3.6,2.9k,13.6k,258,9
3181,Indus Towers,3.6,2.9k,9.1k,226,33
3182,Nokia,4.0,2.9k,16.3k,319,290
3183,Apollo Tyres,4.0,2.9k,9.9k,151,--
3184,IKS Health,3.6,2.8k,11.2k,264,21
3185,Yazaki,3.9,2.8k,9k,181,--
3186,Fiserv,2.9,2.8k,17.6k,193,13
3187,Shoppers Stop,4.0,2.9k,6.9k,144,29
3188,VVDN Technologies,3.6,2.9k,13.6k,258,9
3189,Indus Towers,3.6,2.9k,9.1k,226,33
3190,Nokia,4.0,2.9k,16.3k,319,290
3191,Apollo Tyres,4.0,2.9k,9.9k,151,--
3192,IKS Health,3.6,2.8k,11.2k,264,21
3193,Yazaki,3.9,2.8k,9k,181,--
3194,Fiserv,2.9,2.8k,17.6k,193,13
3195,Shree Cement,3.8,2.8k,9.7k,219,7
3196,Shoppers Stop,4.0,2.9k,6.9k,144,29
3197,VVDN Technologies,3.6,2.9k,13.6k,258,9
3198,Indus Towers,3.6,2.9k,9.1k,226,33
3199,Nokia,4.0,2.9k,16.3k,319,290
3200,Apollo Tyres,4.0,2.9k,9.9k,151,--
3201,IKS Health,3.6,2.8k,11.2k,264,21
3202,Yazaki,3.9,2.8k,9k,181,--
3203,Fiserv,2.9,2.8k,17.6k,193,13
3204,Shree Cement,3.8,2.8k,9.7k,219,7
3205,UnitedHealth,4.0,2.8k,14.4k,84,--
3206,Shoppers Stop,4.0,2.9k,6.9k,144,29
3207,VVDN Technologies,3.6,2.9k,13.6k,258,9
3208,Indus Towers,3.6,2.9k,9.1k,226,33
3209,Nokia,4.0,2.9k,16.3k,319,290
3210,Apollo Tyres,4.0,2.9k,9.9k,151,--
3211,IKS Health,3.6,2.8k,11.2k,264,21
3212,Yazaki,3.9,2.8k,9k,181,--
3213,Fiserv,2.9,2.8k,17.6k,193,13
3214,Shree Cement,3.8,2.8k,9.7k,219,7
3215,UnitedHealth,4.0,2.8k,14.4k,84,--
3216,Britannia,4.0,2.8k,8.1k,226,8
3217,Shoppers Stop,4.0,2.9k,6.9k,144,29
3218,VVDN Technologies,3.6,2.9k,13.6k,258,9
3219,Indus Towers,3.6,2.9k,9.1k,226,33
3220,Nokia,4.0,2.9k,16.3k,319,290
3221,Apollo Tyres,4.0,2.9k,9.9k,151,--
3222,IKS Health,3.6,2.8k,11.2k,264,21
3223,Yazaki,3.9,2.8k,9k,181,--
3224,Fiserv,2.9,2.8k,17.6k,193,13
3225,Shree Cement,3.8,2.8k,9.7k,219,7
3226,UnitedHealth,4.0,2.8k,14.4k,84,--
3227,Britannia,4.0,2.8k,8.1k,226,8
3228,Landmark Group,3.8,2.8k,9.2k,175,8
3229,Shoppers Stop,4.0,2.9k,6.9k,144,29
3230,VVDN Technologies,3.6,2.9k,13.6k,258,9
3231,Indus Towers,3.6,2.9k,9.1k,226,33
3232,Nokia,4.0,2.9k,16.3k,319,290
3233,Apollo Tyres,4.0,2.9k,9.9k,151,--
3234,IKS Health,3.6,2.8k,11.2k,264,21
3235,Yazaki,3.9,2.8k,9k,181,--
3236,Fiserv,2.9,2.8k,17.6k,193,13
3237,Shree Cement,3.8,2.8k,9.7k,219,7
3238,UnitedHealth,4.0,2.8k,14.4k,84,--
3239,Britannia,4.0,2.8k,8.1k,226,8
3240,Landmark Group,3.8,2.8k,9.2k,175,8
3241,SRF,4.1,2.7k,8.9k,208,13
3242,Shoppers Stop,4.0,2.9k,6.9k,144,29
3243,VVDN Technologies,3.6,2.9k,13.6k,258,9
3244,Indus Towers,3.6,2.9k,9.1k,226,33
3245,Nokia,4.0,2.9k,16.3k,319,290
3246,Apollo Tyres,4.0,2.9k,9.9k,151,--
3247,IKS Health,3.6,2.8k,11.2k,264,21
3248,Yazaki,3.9,2.8k,9k,181,--
3249,Fiserv,2.9,2.8k,17.6k,193,13
3250,Shree Cement,3.8,2.8k,9.7k,219,7
3251,UnitedHealth,4.0,2.8k,14.4k,84,--
3252,Britannia,4.0,2.8k,8.1k,226,8
3253,Landmark Group,3.8,2.8k,9.2k,175,8
3254,SRF,4.1,2.7k,8.9k,208,13
3255,Dalmia Bharat Cement,3.9,2.7k,4.3k,197,3
3256,Shoppers Stop,4.0,2.9k,6.9k,144,29
3257,VVDN Technologies,3.6,2.9k,13.6k,258,9
3258,Indus Towers,3.6,2.9k,9.1k,226,33
3259,Nokia,4.0,2.9k,16.3k,319,290
3260,Apollo Tyres,4.0,2.9k,9.9k,151,--
3261,IKS Health,3.6,2.8k,11.2k,264,21
3262,Yazaki,3.9,2.8k,9k,181,--
3263,Fiserv,2.9,2.8k,17.6k,193,13
3264,Shree Cement,3.8,2.8k,9.7k,219,7
3265,UnitedHealth,4.0,2.8k,14.4k,84,--
3266,Britannia,4.0,2.8k,8.1k,226,8
3267,Landmark Group,3.8,2.8k,9.2k,175,8
3268,SRF,4.1,2.7k,8.9k,208,13
3269,Dalmia Bharat Cement,3.9,2.7k,4.3k,197,3
3270,Zepto,3.5,2.7k,9.1k,444,33
3271,Shoppers Stop,4.0,2.9k,6.9k,144,29
3272,VVDN Technologies,3.6,2.9k,13.6k,258,9
3273,Indus Towers,3.6,2.9k,9.1k,226,33
3274,Nokia,4.0,2.9k,16.3k,319,290
3275,Apollo Tyres,4.0,2.9k,9.9k,151,--
3276,IKS Health,3.6,2.8k,11.2k,264,21
3277,Yazaki,3.9,2.8k,9k,181,--
3278,Fiserv,2.9,2.8k,17.6k,193,13
3279,Shree Cement,3.8,2.8k,9.7k,219,7
3280,UnitedHealth,4.0,2.8k,14.4k,84,--
3281,Britannia,4.0,2.8k,8.1k,226,8
3282,Landmark Group,3.8,2.8k,9.2k,175,8
3283,SRF,4.1,2.7k,8.9k,208,13
3284,Dalmia Bharat Cement,3.9,2.7k,4.3k,197,3
3285,Zepto,3.5,2.7k,9.1k,444,33
3286,Blue Dart Express Ltd,3.9,2.7k,6.8k,128,14
3287,Shoppers Stop,4.0,2.9k,6.9k,144,29
3288,VVDN Technologies,3.6,2.9k,13.6k,258,9
3289,Indus Towers,3.6,2.9k,9.1k,226,33
3290,Nokia,4.0,2.9k,16.3k,319,290
3291,Apollo Tyres,4.0,2.9k,9.9k,151,--
3292,IKS Health,3.6,2.8k,11.2k,264,21
3293,Yazaki,3.9,2.8k,9k,181,--
3294,Fiserv,2.9,2.8k,17.6k,193,13
3295,Shree Cement,3.8,2.8k,9.7k,219,7
3296,UnitedHealth,4.0,2.8k,14.4k,84,--
3297,Britannia,4.0,2.8k,8.1k,226,8
3298,Landmark Group,3.8,2.8k,9.2k,175,8
3299,SRF,4.1,2.7k,8.9k,208,13
3300,Dalmia Bharat Cement,3.9,2.7k,4.3k,197,3
3301,Zepto,3.5,2.7k,9.1k,444,33
3302,Blue Dart Express Ltd,3.9,2.7k,6.8k,128,14
3303,Kansai Nerolac Paints,3.8,2.7k,7.7k,190,74
3304,Shoppers Stop,4.0,2.9k,6.9k,144,29
3305,VVDN Technologies,3.6,2.9k,13.6k,258,9
3306,Indus Towers,3.6,2.9k,9.1k,226,33
3307,Nokia,4.0,2.9k,16.3k,319,290
3308,Apollo Tyres,4.0,2.9k,9.9k,151,--
3309,IKS Health,3.6,2.8k,11.2k,264,21
3310,Yazaki,3.9,2.8k,9k,181,--
3311,Fiserv,2.9,2.8k,17.6k,193,13
3312,Shree Cement,3.8,2.8k,9.7k,219,7
3313,UnitedHealth,4.0,2.8k,14.4k,84,--
3314,Britannia,4.0,2.8k,8.1k,226,8
3315,Landmark Group,3.8,2.8k,9.2k,175,8
3316,SRF,4.1,2.7k,8.9k,208,13
3317,Dalmia Bharat Cement,3.9,2.7k,4.3k,197,3
3318,Zepto,3.5,2.7k,9.1k,444,33
3319,Blue Dart Express Ltd,3.9,2.7k,6.8k,128,14
3320,Kansai Nerolac Paints,3.8,2.7k,7.7k,190,74
3321,Tata Electronics,3.9,2.7k,10.9k,257,77
3322,Shoppers Stop,4.0,2.9k,6.9k,144,29
3323,VVDN Technologies,3.6,2.9k,13.6k,258,9
3324,Indus Towers,3.6,2.9k,9.1k,226,33
3325,Nokia,4.0,2.9k,16.3k,319,290
3326,Apollo Tyres,4.0,2.9k,9.9k,151,--
3327,IKS Health,3.6,2.8k,11.2k,264,21
3328,Yazaki,3.9,2.8k,9k,181,--
3329,Fiserv,2.9,2.8k,17.6k,193,13
3330,Shree Cement,3.8,2.8k,9.7k,219,7
3331,UnitedHealth,4.0,2.8k,14.4k,84,--
3332,Britannia,4.0,2.8k,8.1k,226,8
3333,Landmark Group,3.8,2.8k,9.2k,175,8
3334,SRF,4.1,2.7k,8.9k,208,13
3335,Dalmia Bharat Cement,3.9,2.7k,4.3k,197,3
3336,Zepto,3.5,2.7k,9.1k,444,33
3337,Blue Dart Express Ltd,3.9,2.7k,6.8k,128,14
3338,Kansai Nerolac Paints,3.8,2.7k,7.7k,190,74
3339,Tata Electronics,3.9,2.7k,10.9k,257,77
3340,Exide Industries,3.4,2.7k,8.7k,212,67
3341,Shoppers Stop,4.0,2.9k,6.9k,144,29
3342,VVDN Technologies,3.6,2.9k,13.6k,258,9
3343,Indus Towers,3.6,2.9k,9.1k,226,33
3344,Nokia,4.0,2.9k,16.3k,319,290
3345,Apollo Tyres,4.0,2.9k,9.9k,151,--
3346,IKS Health,3.6,2.8k,11.2k,264,21
3347,Yazaki,3.9,2.8k,9k,181,--
3348,Fiserv,2.9,2.8k,17.6k,193,13
3349,Shree Cement,3.8,2.8k,9.7k,219,7
3350,UnitedHealth,4.0,2.8k,14.4k,84,--
3351,Britannia,4.0,2.8k,8.1k,226,8
3352,Landmark Group,3.8,2.8k,9.2k,175,8
3353,SRF,4.1,2.7k,8.9k,208,13
3354,Dalmia Bharat Cement,3.9,2.7k,4.3k,197,3
3355,Zepto,3.5,2.7k,9.1k,444,33
3356,Blue Dart Express Ltd,3.9,2.7k,6.8k,128,14
3357,Kansai Nerolac Paints,3.8,2.7k,7.7k,190,74
3358,Tata Electronics,3.9,2.7k,10.9k,257,77
3359,Exide Industries,3.4,2.7k,8.7k,212,67
3360,Nestlé,3.8,2.7k,9.6k,284,26
3361,Shell,3.9,2.7k,13.9k,236,69
3362,Shell,3.9,2.7k,13.9k,236,69
3363,Whitehat jr,3.3,2.7k,9.3k,265,--
3364,Shell,3.9,2.7k,13.9k,236,69
3365,Whitehat jr,3.3,2.7k,9.3k,265,--
3366,KPMG Global Services,3.5,2.7k,23.8k,257,20
3367,Shell,3.9,2.7k,13.9k,236,69
3368,Whitehat jr,3.3,2.7k,9.3k,265,--
3369,KPMG Global Services,3.5,2.7k,23.8k,257,20
3370,ZS,3.1,2.7k,20.1k,520,124
3371,Shell,3.9,2.7k,13.9k,236,69
3372,Whitehat jr,3.3,2.7k,9.3k,265,--
3373,KPMG Global Services,3.5,2.7k,23.8k,257,20
3374,ZS,3.1,2.7k,20.1k,520,124
3375,Flex,3.9,2.7k,15.8k,212,62
3376,Shell,3.9,2.7k,13.9k,236,69
3377,Whitehat jr,3.3,2.7k,9.3k,265,--
3378,KPMG Global Services,3.5,2.7k,23.8k,257,20
3379,ZS,3.1,2.7k,20.1k,520,124
3380,Flex,3.9,2.7k,15.8k,212,62
3381,Micro Labs,3.6,2.7k,9.8k,152,19
3382,Shell,3.9,2.7k,13.9k,236,69
3383,Whitehat jr,3.3,2.7k,9.3k,265,--
3384,KPMG Global Services,3.5,2.7k,23.8k,257,20
3385,ZS,3.1,2.7k,20.1k,520,124
3386,Flex,3.9,2.7k,15.8k,212,62
3387,Micro Labs,3.6,2.7k,9.8k,152,19
3388,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3389,Shell,3.9,2.7k,13.9k,236,69
3390,Whitehat jr,3.3,2.7k,9.3k,265,--
3391,KPMG Global Services,3.5,2.7k,23.8k,257,20
3392,ZS,3.1,2.7k,20.1k,520,124
3393,Flex,3.9,2.7k,15.8k,212,62
3394,Micro Labs,3.6,2.7k,9.8k,152,19
3395,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3396,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3397,Shell,3.9,2.7k,13.9k,236,69
3398,Whitehat jr,3.3,2.7k,9.3k,265,--
3399,KPMG Global Services,3.5,2.7k,23.8k,257,20
3400,ZS,3.1,2.7k,20.1k,520,124
3401,Flex,3.9,2.7k,15.8k,212,62
3402,Micro Labs,3.6,2.7k,9.8k,152,19
3403,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3404,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3405,Capita,3.5,2.6k,12.9k,165,53
3406,Shell,3.9,2.7k,13.9k,236,69
3407,Whitehat jr,3.3,2.7k,9.3k,265,--
3408,KPMG Global Services,3.5,2.7k,23.8k,257,20
3409,ZS,3.1,2.7k,20.1k,520,124
3410,Flex,3.9,2.7k,15.8k,212,62
3411,Micro Labs,3.6,2.7k,9.8k,152,19
3412,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3413,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3414,Capita,3.5,2.6k,12.9k,165,53
3415,ElasticRun,3.6,2.6k,6.1k,274,1
3416,Shell,3.9,2.7k,13.9k,236,69
3417,Whitehat jr,3.3,2.7k,9.3k,265,--
3418,KPMG Global Services,3.5,2.7k,23.8k,257,20
3419,ZS,3.1,2.7k,20.1k,520,124
3420,Flex,3.9,2.7k,15.8k,212,62
3421,Micro Labs,3.6,2.7k,9.8k,152,19
3422,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3423,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3424,Capita,3.5,2.6k,12.9k,165,53
3425,ElasticRun,3.6,2.6k,6.1k,274,1
3426,KFintech,3.4,2.6k,11.1k,170,11
3427,Shell,3.9,2.7k,13.9k,236,69
3428,Whitehat jr,3.3,2.7k,9.3k,265,--
3429,KPMG Global Services,3.5,2.7k,23.8k,257,20
3430,ZS,3.1,2.7k,20.1k,520,124
3431,Flex,3.9,2.7k,15.8k,212,62
3432,Micro Labs,3.6,2.7k,9.8k,152,19
3433,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3434,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3435,Capita,3.5,2.6k,12.9k,165,53
3436,ElasticRun,3.6,2.6k,6.1k,274,1
3437,KFintech,3.4,2.6k,11.1k,170,11
3438,Voltas,4.0,2.6k,8.6k,175,17
3439,Shell,3.9,2.7k,13.9k,236,69
3440,Whitehat jr,3.3,2.7k,9.3k,265,--
3441,KPMG Global Services,3.5,2.7k,23.8k,257,20
3442,ZS,3.1,2.7k,20.1k,520,124
3443,Flex,3.9,2.7k,15.8k,212,62
3444,Micro Labs,3.6,2.7k,9.8k,152,19
3445,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3446,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3447,Capita,3.5,2.6k,12.9k,165,53
3448,ElasticRun,3.6,2.6k,6.1k,274,1
3449,KFintech,3.4,2.6k,11.1k,170,11
3450,Voltas,4.0,2.6k,8.6k,175,17
3451,G4S,4.0,2.6k,5.1k,128,659
3452,Shell,3.9,2.7k,13.9k,236,69
3453,Whitehat jr,3.3,2.7k,9.3k,265,--
3454,KPMG Global Services,3.5,2.7k,23.8k,257,20
3455,ZS,3.1,2.7k,20.1k,520,124
3456,Flex,3.9,2.7k,15.8k,212,62
3457,Micro Labs,3.6,2.7k,9.8k,152,19
3458,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3459,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3460,Capita,3.5,2.6k,12.9k,165,53
3461,ElasticRun,3.6,2.6k,6.1k,274,1
3462,KFintech,3.4,2.6k,11.1k,170,11
3463,Voltas,4.0,2.6k,8.6k,175,17
3464,G4S,4.0,2.6k,5.1k,128,659
3465,Sonalika Tractors,3.6,2.6k,8.9k,171,2
3466,Shell,3.9,2.7k,13.9k,236,69
3467,Whitehat jr,3.3,2.7k,9.3k,265,--
3468,KPMG Global Services,3.5,2.7k,23.8k,257,20
3469,ZS,3.1,2.7k,20.1k,520,124
3470,Flex,3.9,2.7k,15.8k,212,62
3471,Micro Labs,3.6,2.7k,9.8k,152,19
3472,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3473,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3474,Capita,3.5,2.6k,12.9k,165,53
3475,ElasticRun,3.6,2.6k,6.1k,274,1
3476,KFintech,3.4,2.6k,11.1k,170,11
3477,Voltas,4.0,2.6k,8.6k,175,17
3478,G4S,4.0,2.6k,5.1k,128,659
3479,Sonalika Tractors,3.6,2.6k,8.9k,171,2
3480,Ajanta Pharma,3.9,2.6k,8.9k,164,14
3481,Shell,3.9,2.7k,13.9k,236,69
3482,Whitehat jr,3.3,2.7k,9.3k,265,--
3483,KPMG Global Services,3.5,2.7k,23.8k,257,20
3484,ZS,3.1,2.7k,20.1k,520,124
3485,Flex,3.9,2.7k,15.8k,212,62
3486,Micro Labs,3.6,2.7k,9.8k,152,19
3487,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3488,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3489,Capita,3.5,2.6k,12.9k,165,53
3490,ElasticRun,3.6,2.6k,6.1k,274,1
3491,KFintech,3.4,2.6k,11.1k,170,11
3492,Voltas,4.0,2.6k,8.6k,175,17
3493,G4S,4.0,2.6k,5.1k,128,659
3494,Sonalika Tractors,3.6,2.6k,8.9k,171,2
3495,Ajanta Pharma,3.9,2.6k,8.9k,164,14
3496,Blue Star,4.1,2.6k,9.8k,197,22
3497,Shell,3.9,2.7k,13.9k,236,69
3498,Whitehat jr,3.3,2.7k,9.3k,265,--
3499,KPMG Global Services,3.5,2.7k,23.8k,257,20
3500,ZS,3.1,2.7k,20.1k,520,124
3501,Flex,3.9,2.7k,15.8k,212,62
3502,Micro Labs,3.6,2.7k,9.8k,152,19
3503,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3504,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3505,Capita,3.5,2.6k,12.9k,165,53
3506,ElasticRun,3.6,2.6k,6.1k,274,1
3507,KFintech,3.4,2.6k,11.1k,170,11
3508,Voltas,4.0,2.6k,8.6k,175,17
3509,G4S,4.0,2.6k,5.1k,128,659
3510,Sonalika Tractors,3.6,2.6k,8.9k,171,2
3511,Ajanta Pharma,3.9,2.6k,8.9k,164,14
3512,Blue Star,4.1,2.6k,9.8k,197,22
3513,BlackBuck,3.7,2.6k,6.4k,213,16
3514,Shell,3.9,2.7k,13.9k,236,69
3515,Whitehat jr,3.3,2.7k,9.3k,265,--
3516,KPMG Global Services,3.5,2.7k,23.8k,257,20
3517,ZS,3.1,2.7k,20.1k,520,124
3518,Flex,3.9,2.7k,15.8k,212,62
3519,Micro Labs,3.6,2.7k,9.8k,152,19
3520,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3521,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3522,Capita,3.5,2.6k,12.9k,165,53
3523,ElasticRun,3.6,2.6k,6.1k,274,1
3524,KFintech,3.4,2.6k,11.1k,170,11
3525,Voltas,4.0,2.6k,8.6k,175,17
3526,G4S,4.0,2.6k,5.1k,128,659
3527,Sonalika Tractors,3.6,2.6k,8.9k,171,2
3528,Ajanta Pharma,3.9,2.6k,8.9k,164,14
3529,Blue Star,4.1,2.6k,9.8k,197,22
3530,BlackBuck,3.7,2.6k,6.4k,213,16
3531,Exl India,3.6,2.6k,15.1k,130,2
3532,Shell,3.9,2.7k,13.9k,236,69
3533,Whitehat jr,3.3,2.7k,9.3k,265,--
3534,KPMG Global Services,3.5,2.7k,23.8k,257,20
3535,ZS,3.1,2.7k,20.1k,520,124
3536,Flex,3.9,2.7k,15.8k,212,62
3537,Micro Labs,3.6,2.7k,9.8k,152,19
3538,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3539,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3540,Capita,3.5,2.6k,12.9k,165,53
3541,ElasticRun,3.6,2.6k,6.1k,274,1
3542,KFintech,3.4,2.6k,11.1k,170,11
3543,Voltas,4.0,2.6k,8.6k,175,17
3544,G4S,4.0,2.6k,5.1k,128,659
3545,Sonalika Tractors,3.6,2.6k,8.9k,171,2
3546,Ajanta Pharma,3.9,2.6k,8.9k,164,14
3547,Blue Star,4.1,2.6k,9.8k,197,22
3548,BlackBuck,3.7,2.6k,6.4k,213,16
3549,Exl India,3.6,2.6k,15.1k,130,2
3550,Care Health Insurance,3.6,2.6k,8.5k,161,47
3551,Shell,3.9,2.7k,13.9k,236,69
3552,Whitehat jr,3.3,2.7k,9.3k,265,--
3553,KPMG Global Services,3.5,2.7k,23.8k,257,20
3554,ZS,3.1,2.7k,20.1k,520,124
3555,Flex,3.9,2.7k,15.8k,212,62
3556,Micro Labs,3.6,2.7k,9.8k,152,19
3557,Star Health & Allied Insurance,3.5,2.7k,9.9k,156,12
3558,TVS Supply Chain Solutions,3.8,2.6k,8.4k,157,19
3559,Capita,3.5,2.6k,12.9k,165,53
3560,ElasticRun,3.6,2.6k,6.1k,274,1
3561,KFintech,3.4,2.6k,11.1k,170,11
3562,Voltas,4.0,2.6k,8.6k,175,17
3563,G4S,4.0,2.6k,5.1k,128,659
3564,Sonalika Tractors,3.6,2.6k,8.9k,171,2
3565,Ajanta Pharma,3.9,2.6k,8.9k,164,14
3566,Blue Star,4.1,2.6k,9.8k,197,22
3567,BlackBuck,3.7,2.6k,6.4k,213,16
3568,Exl India,3.6,2.6k,15.1k,130,2
3569,Care Health Insurance,3.6,2.6k,8.5k,161,47
3570,Domino's Pizza,3.9,2.6k,4.1k,125,--
3571,Movate,3.1,2.6k,14.9k,292,75
3572,Movate,3.1,2.6k,14.9k,292,75
3573,NoBroker,3.0,2.6k,10.7k,281,336
3574,Movate,3.1,2.6k,14.9k,292,75
3575,NoBroker,3.0,2.6k,10.7k,281,336
3576,Fortis Healthcare,4.0,2.5k,7.5k,190,758
3577,Movate,3.1,2.6k,14.9k,292,75
3578,NoBroker,3.0,2.6k,10.7k,281,336
3579,Fortis Healthcare,4.0,2.5k,7.5k,190,758
3580,Adani Power,3.7,2.5k,9.7k,309,--
3581,Movate,3.1,2.6k,14.9k,292,75
3582,NoBroker,3.0,2.6k,10.7k,281,336
3583,Fortis Healthcare,4.0,2.5k,7.5k,190,758
3584,Adani Power,3.7,2.5k,9.7k,309,--
3585,Gallagher,3.7,2.5k,14k,269,142
3586,Movate,3.1,2.6k,14.9k,292,75
3587,NoBroker,3.0,2.6k,10.7k,281,336
3588,Fortis Healthcare,4.0,2.5k,7.5k,190,758
3589,Adani Power,3.7,2.5k,9.7k,309,--
3590,Gallagher,3.7,2.5k,14k,269,142
3591,Himalaya Wellness,4.0,2.5k,5.9k,147,27
3592,Movate,3.1,2.6k,14.9k,292,75
3593,NoBroker,3.0,2.6k,10.7k,281,336
3594,Fortis Healthcare,4.0,2.5k,7.5k,190,758
3595,Adani Power,3.7,2.5k,9.7k,309,--
3596,Gallagher,3.7,2.5k,14k,269,142
3597,Himalaya Wellness,4.0,2.5k,5.9k,147,27
3598,DBS Bank,3.7,2.5k,12.9k,194,279
